xx,qa06id,qa06name,qa06wher,qa06dsc,ty26colo,ty26fakt
2204987,SOR-0250-2018,Fatigue due to scheduling regardless of human factor ,Europe and North Atlantic - Slovenia / PRN,"After working from 22.6 till 26.6.2018 in PRN on all morning flights to FRA and TIA with one ground transfer from Tia to PRN I felt fatigue on the 25.6 and even more on 26.6.2018. Due to the fact that in PRN no stby options are available the “unfit to fly” option due to fatigue is compromized due to the psychological pressure of grounding the airplane.

I already wrote a voluntary safety report 18.6.2018 on this issue (SR-0022-2018).

On behalf of all that I would also like to mention that I tried to get some sleep in the afternoon hours to recharge my personal energy level for the next working days. Unfortunately Emerald is building a bigger hotel (which is now taking place for almost a year) and so during the day there is a lot of construction work noise and it is impossible to sleep during the afternoon!
Also to go to sleep in the evening, lets say around 2100LT it is quite noisy because of all the weddings and conferences that take place in the hotel.

On behalf of all the facts I am looking forward that the Safety team reacts on this and organize scheduling in a more human way!

",0,4
2219867,SR-0038-2018,bank angle,"LJU-TIA, JP 704", bank angle of more than 30 degrees during a turn was needed to avoid a squall line,0,1
2589187,SOR-0516-2019,Flap overspeed clacker,Europe and North Atlantic - Moldova / Final ILS 08 / AUA655,"During app in KIV we selected flaps 20 at cca. 218, than thermal gust increased the speed to appx. 222.
Full flight spoilers were deployed and speed reduced to normal operating. Overspeed of the flap lasted about 2seconds. 
Normal landing was performed.",0,2
2344824,SOR-0083-2019,High engine vibration after engine start,Europe and North Atlantic - Slovenia / LJLJ / JP376,"During push-back the left engine was started first in order to perform a low pressure check. The engine start seemed normal. When the left engine stabilized at idle, low pressure test was made and the right engine was started.

During the second engine start the erratic fan vabration indications on the left engine were observed. The highest value was 8,5. At first the assumption was that indication were spurious since nothing was noted from the ground person who assisted engine start and no odd noise was reported from the cabin crew at the back of the aircraft. At that time, the small thrust increase was made in order to check if the vibration woul stop. They didn’t. The maintenance was called for assistance and decision was made to park the aircraft.

The technician inspected the engine and found out that at least 5 engine blades were twisted.

The note of occurrence was made in the ATL.",0,2
1749803,SH-0016-2015,Wrong RTOW tables on board,NR,It was noticed that different RTOW tables are published on CRJ900 fleet. SKP RWY34 DRY was identified one as wrong on S5-AAO. See attached files.,0,4
2205364,SOR-0252-2018,Take-off clearance issued by Ground and not Tower,Europe and North Atlantic - Kosovo / BKPR / JP839,"We were issued start up, push back and departure clearance on Ground frequency 118.0. Also taxi instruction was issued on same frequency: taxi to holding point Rwy 35. While approaching holding point we were cleared for take off on the same frequency. We asked which frequency to switch to ,expecting the Tower frequency. Ground told us the Radar frequency and that we should switch after take off on his instruction. We repeated the frequency and (in accordance with our understanding) that we switch by ourselves. Ground again told us the frequency and that we switch to it when convenient.
As a result we switched frequency and started take off roll with radar frequency active while still not contacting ATC. Although we were the only aircraft moving on the airport, and we had the whole runway in sight and we were cleared for take-off, there was a risk that take off clearance would be canceled and we weouldn’t hear it because we were on different frequency.
As a by-result of confusion we forgot to read the below-the-line part of before take-off check list. 
Questions that arise: Is Ground frequency authorized to issue take-off clearance? At similar-size airports, tower frequency is always active and other frequencies (e.g. ground, apron) are active temporarily in accordance with traffic demand. It is confusing to have take-off clearance issued by ground and not tower frequency. This way of ATC operation was confusing.
",0,2
2540313,SR-0050-2019,Pilot induced L REV INOP caution msg,JP-569/LJLJ,"On two separate occasions first officer Skyborg during landing roll-out by inproper use of reverse thrust lever, induced L REV INOP caution msg. On 6.6.2019 in ZRH, I informed him about probable cause for this (holding reverser release button during lifting of lever), but I could see that he doubted that.
On both events I took control and stowed and redeployed reversers without any problem.
In combination with weather, short runway and late touch-down tendency (also holding nose wheel in the air too long and thus waiting for reverser deployment initiation) this could pose a latent threat for runway excursion.
Event was not entered in the ATL, because reverser system operation was normal and two different aircraft involved.
I again de-briefed him about proper use of thrust reversers system.
I reccomand caution in case of similar reports. Otherwise his work and flying skills are normal for the level of experience.",0,4
2320063,SOR-0040-2019,GPU blocking parking stand,Europe and North Atlantic - Slovenia / LJLJ / JP103,"During parking on stand behind the Follow me car I noticed the GPU truck driver blocking our way. 
I stopped the aircraft and after FO confirmed that driver has cleared the path we continue and followed Marshaller's signs to the complete stop on the stand.",0,2
1966049,SOR-0028-2017,traffic caution advisory,Europe and North Atlantic - Slovenia / LJLJ / ADR704,"During climb out on take off from rwy 12 traffic caution advisory trigered at 2200ft due to vfr traffic on left base for rwy 30 at the same altitude.
The traffic was less then 1nm abeam our path.

Initial avoiding action to the left has been made prior visual contact with conflicting traffic. The atc has been advised.
Before take off no traffic information recieved from ATC.
PF was CM2",0,1
1917651,ADR MOR-0138-2016,GA,EDMM / EDDM / jp102,GA was performed due to set up problems for HGS during cat3 app.,0,1
2588410,SOR-0513-2019,"GPWS ""too low terrain during stabilized non precision approach""",Europe and North Atlantic - Kosovo / Pristina  / JP838,"During stabilized non precision approach lateraly and vertically stabilized and on correct profile, according distance check and approach chart check, at 3100 ft AMSL in VMC and PAPI 3 white, one red lts established, GPWS too low terrain triggered. Since we were on the correct profile and with PAPI regarding GP angle properly established, we continued approached and landed without any further incident. PAPI alligned for 3 degree, approach angle 3,5 degree.",0,2
2066814,SOR-0332-2017,Refused boarding of DEPA passengers at CDG,Europe and North Atlantic - France / CDG / JP323,"After arrival at CDG airport we were preparing for departure. We expected 1 DEPU passenger and 2 DEPA passengers with two escorts. It was suspitious to me, that we did not receive any additional information about the reason for deportation or nature of committed crime or potential disruptive passengers notice.
When I was approached by policeman for the first time, he was very polite and we talked about boarding procedures and emergency related procedures briefly. I could see he was nervous while telling me, that there is now specials with DEPA pax and that police knows the procedure well. He asked if I trusted him, which I confirmed.
I could hear cursing from the police van in Serbian language and could see older man looking at the flight deck while speaking this words.
Purser turned my attention to another man being dragged towards the airplane stairs while being choked by one policemen from behind. The man could hardly breath.
During this time the passenger bus arrived and I could see how horrified they were.
I decided to stop this, steped on top of the stairs and told the Police, that I am refusing the carriage of these two passengers on board our aircraft.
Policeman who approached me before, told me that we will not leave the parking position, if we don't take these two passengers. He explained, that they are convicted criminals, who have to go to court in their home country. I told him again, that my decision is final and ordered boarding of the passengers from the bus. In a meanwhile I again explained procedures to the handling agent and asked him, why he brought the bus to the site in the first place, without coordination with Police.
As we received the documents and got ATC clearance, Police parked the van infront of the aircraft, to prevent our departure.
I ordered the purser to close the main door, but while doing so, the policeman jumped on the stairs to prevent closing. I intervened again and told them to leave the site.
At the time, they expected from me to get of the aircraft to sign some sort of document, which I refused. As Police was looking away from the aircraft, I ordered the doors to be closed. This time we surprised them and succeed.
Thereafter I informed the ATC about unlawfull interference of Police with civil aviation and requested them to coordinate their removal from higher Police authority.
We felt threatened and we were held without sane reason. As I refused boarding of DEPA passengers clearly, they had no right to oppose my final decision as Commander of this flight. The refusal was in the interest of safety of crew and other passengers as well as in a strong will of DEPA passengers against travel.
Passengers onboard were continuously informed about situation and its development.
We received the start-up clearence after more then half an hour of delay and the van finally moved out of our sight.",0,2
2017508,SR-0029-2017,Uporaba CAFM CRJ,Flight support,"Na letu proti ZTH smo dobili sts msg SLATS HALFSPEED. MEL 27 - 51 -02  dovoljuje letenje pod pogojem, da posadka pridobi nove performačne izračune za vzlet s pomočjo CAFM. Zato sva se odločila, da nadaljujeva let proti destinaciji in da bova po pristanku poklicala navigatorja, ki nama bo posredoval zahtevane performančne podatke za vzlet iz ZTH ter CFU. Na najino srečo je bil na dolžnosti navigator, ki je znal izračunati vzletne performanse s pomočjo CAFM. Zmenili smo se, da nama pove referenčne hitrosti in PAA za letališče ZTH, za naslednjo destinacijo CFU se pa slišimo po telefonu kasneje, ker bi mu izračun za dve letališči vzel preveč časa in bi posledično nastala zamuda na letu proti CFU. Na najino smolo se je vmes zgodila smena in prišel je nov navigator, ki o našem primeru ni vedel nič. Prvi odgovor je bil, da nama pri težavi ne more pomagati, saj ni usposobljen za uporabo CAFM-ja. K sreči mu je ""nočni navigator"" na mizi pustil performančni izračun tudi za CFU.  Vprašanje je kaj bi bilo najbolj prav storiti, če bi bil že ob prvem klicu v izmeni navigator, ki ni usposobljen za uporabo CAFM-ja? In še to performančni kalkulator, ki ga bomo imeli na EFB-ju nima vseh Grških letališč.",0,1
1751539,BSTR-0031-2015,Bird Strikes: Bird of pray,LJLJ / NR,None,0,10
1799024,ADR MOR-0040-2016,Manjkajoči QRH 2 v kokpitu (2x QRH 1),LOWW / Veken / JP354,"Med vzpenjanjem preden smo prišli na potovalno višino smo opazili, da sta na letalu 2 QRH1, manjka pa QRH2. Odločila sva se, da se vrnemo v LJU. Med preostankom leta pripravila FCOM2. ",0,1
